Identifier	Character	Dialogue	Filename	Line Number
scene7_7813f822	pro	Yes! When daybreak casts its warm glow across the land, everything that I have worked up to… will be laid bare.	game/scripts/parsed_07 scene7.rpy	210
scene7_ce5b9790	pro	I should get to bed that much sooner, then. I grow weary of today and yearn for tomorrow - the dawn of a new day.	game/scripts/parsed_07 scene7.rpy	213
scene7_758a3d35	pro	...The dawn of a new era, I should say. Ufufu~	game/scripts/parsed_07 scene7.rpy	216
scene7_52a66003		Chuckling to myself, I quickly toss my cape, my cloak, and my-- N-No, not my undergarments.	game/scripts/parsed_07 scene7.rpy	219
scene7_095ef9bc		Even for someone with as black a soul as mine, that would be entirely too lewd.	game/scripts/parsed_07 scene7.rpy	220
scene7_3592252c	pro	Yes… tomorrow, I shall exact my revenge upon that cursed being.	game/scripts/parsed_07 scene7.rpy	223
scene7_7658f49b	pro	The false idol that claimed ultimate authority… I shall strike her down and claim both her throne and her title.	game/scripts/parsed_07 scene7.rpy	226
scene7_b054efff	pro	Yeah, that's gonna be real… {i}neato…{/i}	game/scripts/parsed_07 scene7.rpy	229
scene7_5f2ece58		Fatigue overcomes me as I collapse onto the bed.	game/scripts/parsed_07 scene7.rpy	233
scene7_72c7a812		Beepy’s faint, lingering scent hits me as my head presses against the pillow.	game/scripts/parsed_07 scene7.rpy	234
scene7_8584715e		Like lavender and jasmine. Gentle and relaxing.	game/scripts/parsed_07 scene7.rpy	235
scene7_97d6d822		It's a nice feeling. Disarming, even. I feel myself getting drowsy…	game/scripts/parsed_07 scene7.rpy	236
scene7_3af058f4		Safe in my own domain, I drift to sleep…	game/scripts/parsed_07 scene7.rpy	239
scene7_a20cefa7		...	game/scripts/parsed_07 scene7.rpy	240
scene7_e446f862		... …	game/scripts/parsed_07 scene7.rpy	241
scene7_4ea854d7		... … …	game/scripts/parsed_07 scene7.rpy	242
scene7_9d0b3953		...?	game/scripts/parsed_07 scene7.rpy	246
scene7_1c1c7b51		It's still dark. Yet I'm stirred awake.	game/scripts/parsed_07 scene7.rpy	247
scene7_a7429daf		Usually I'm a heavy sleeper. Even the excitement of the coming day wouldn't keep me from getting an even eight hours of sleep.	game/scripts/parsed_07 scene7.rpy	248
scene7_ee6465c2		But I had a feeling - no, it was more than that.	game/scripts/parsed_07 scene7.rpy	249
scene7_f59ea10a		Why does it smell so nice in here? Like… {i}really{/i} nice. It's a smell that could relax you so thoroughly, so completely…	game/scripts/parsed_07 scene7.rpy	250
scene7_cd106bf4		So much so that you may never wish to get up again - but a feeling of paranoia overrode it.	game/scripts/parsed_07 scene7.rpy	251
scene7_6e01865c		As my senses clicked into place, I could feel something more.	game/scripts/parsed_07 scene7.rpy	252
scene7_2dbf65ce		It was close… it was very, {i}very{/i} close.	game/scripts/parsed_07 scene7.rpy	253
scene7_1e5c7a98	bp	...Nn…	game/scripts/parsed_07 scene7.rpy	256
scene7_5d696446	pro	Huh...!?	game/scripts/parsed_07 scene7.rpy	259
scene7_1e4ad387		Dread washing over me, I turned my head to the left…	game/scripts/parsed_07 scene7.rpy	261
scene7_fd2b3a80		My eyes had already adjusted to the dark. I could make out the outline…	game/scripts/parsed_07 scene7.rpy	262
scene7_78891947	pro	...Beepy!?	game/scripts/parsed_07 scene7.rpy	269
scene7_0094415f	bp	...Mornin’...	game/scripts/parsed_07 scene7.rpy	275
scene7_4ce7c0e4	pro	Wh-What are you doing here!? How did you get in here!?	game/scripts/parsed_07 scene7.rpy	280
scene7_86c737e3	bp	Used the door…	game/scripts/parsed_07 scene7.rpy	285
scene7_ecfa403b	bp	...S'comfy 'n' warm... 	game/scripts/parsed_07 scene7.rpy	290
scene7_483012d9		She was curled up like a cat! And her body was pressing against mine! It was… she was so warm…!	game/scripts/parsed_07 scene7.rpy	292
scene7_e2f63e13	pro	Th-This bed can't fit two people! What are you thinking!?	game/scripts/parsed_07 scene7.rpy	295
scene7_9af440c6	bp	Eh… made it work..	game/scripts/parsed_07 scene7.rpy	300
scene7_8bba3ff5	bp	Could you keep it down…? People are tryin' to sleep…	game/scripts/parsed_07 scene7.rpy	305
scene7_ce78855d	pro	Get out. {b}Get out!{/b}	game/scripts/parsed_07 scene7.rpy	310
scene7_57fb01a0	bp	Mmm… naaah. Way better than the sofa.	game/scripts/parsed_07 scene7.rpy	315
scene7_7409cbc4	pro	Rgh, grr…	game/scripts/parsed_07 scene7.rpy	320
scene7_f874d2d2		I tried to shove her off the bed, but she's way too heavy.	game/scripts/parsed_07 scene7.rpy	323
scene7_74dfa845		...Augh! She's scooching even closer!	game/scripts/parsed_07 scene7.rpy	326
scene7_d36d2ca7	bp	Go to bed Makotooo… it'll be fine…	game/scripts/parsed_07 scene7.rpy	331
scene7_11b4fce3	pro	Wha--!	game/scripts/parsed_07 scene7.rpy	336
scene7_f5985509		Her tail playfully settled across my chest! She’s toying with me!	game/scripts/parsed_07 scene7.rpy	338
scene7_81c4589c		Her hands rhythmically tensed and loosed against the bed sheets. It seemed like an odd habit, but… it looked relaxing.	game/scripts/parsed_07 scene7.rpy	339
scene7_cf511fb8		The smell of lavender and jasmine wafted up once more. It was difficult to stay mad at this ungodly hour.	game/scripts/parsed_07 scene7.rpy	340
scene7_112fa9cb		Though the bed was made for one, both of us almost fit. My eyes fluttering, I felt my resolve wither away.	game/scripts/parsed_07 scene7.rpy	341
scene7_09ef5d5b	pro	Grr… just one night. No more.	game/scripts/parsed_07 scene7.rpy	344
scene7_44856e22	bp	Won't happen again~	game/scripts/parsed_07 scene7.rpy	349
scene7_e25f45e4		...Why did it sound like she was taunting me just then? I’ve got a bad feeling about this.	game/scripts/parsed_07 scene7.rpy	353
scene7_b2ddac37		The situation being largely out of my control, I decided to live and let live. Drifting back to sleep as best I could…	game/scripts/parsed_07 scene7.rpy	356
scene7_fec2ccfd		For a while, I could feel the rhythmic rise and fall of her chest as she slept. For whatever reason, the sensation was calming.	game/scripts/parsed_07 scene7.rpy	357
scene7_bbae9177		...Yumi absolutely {i}cannot{/i} find out about this. Under no circumstance!	game/scripts/parsed_07 scene7.rpy	358
scene7_a20cefa7_1		...	game/scripts/parsed_07 scene7.rpy	363
scene7_e446f862_1		... …	game/scripts/parsed_07 scene7.rpy	364
scene7_4ea854d7_1		... … …	game/scripts/parsed_07 scene7.rpy	365
scene8_b18ba5ef		I can see the sunlight flooding into my room as my eyes creak open.	game/scripts/parsed_08 scene8.rpy	5
scene8_0ef4332e		It’s hard to believe a new day had arisen, but by some miracle of the cosmos, I’m awake.	game/scripts/parsed_08 scene8.rpy	6
scene8_faefdad0		Everything that happened yesterday still feels like some crazy dream… or a ghastly nightmare - whichever sounds more appropriate.	game/scripts/parsed_08 scene8.rpy	7
scene8_6b77900c		But right now, in this moment, I recognize that I’m here; and that’s all that really matters.	game/scripts/parsed_08 scene8.rpy	8
scene8_f8dc1127		...Which unfortunately means I have more pressing, earthly matters to attend to as well.	game/scripts/parsed_08 scene8.rpy	9
scene8_d15de1f7	pro	Well, I guess I should get ready…	game/scripts/parsed_08 scene8.rpy	12
scene8_9e984939		I rise up and give the day my dark blessings, but then…	game/scripts/parsed_08 scene8.rpy	14
scene8_b3021145	bp	Mmn...	game/scripts/parsed_08 scene8.rpy	17
scene8_9a6c3804	pro	H-Huh!?	game/scripts/parsed_08 scene8.rpy	20
scene8_9e7c1e42		My arm remains stuck in place, as if some demonic force is keeping me locked to my bed.	game/scripts/parsed_08 scene8.rpy	22
scene8_a7229122		In that instant, I look to my side and remember the fiend that had snuck into my bed late last night - one who refused to leave no matter what I tried.	game/scripts/parsed_08 scene8.rpy	23
scene8_f73c5ee7		My face grows pale, and I am left with a dreadful realization:	game/scripts/parsed_08 scene8.rpy	26
scene8_984e389c		This is no dream. This is all real. Satan actually heeded my call and left me in the care of this…	game/scripts/parsed_08 scene8.rpy	27
scene8_a5f5727c		Well, I’m not sure if Beepy even counts as a terrifying demon. She hasn’t even done anything yet.	game/scripts/parsed_08 scene8.rpy	28
scene8_733a12d8		But still, a demon should know their place in the presence of a demon lord.	game/scripts/parsed_08 scene8.rpy	29
scene8_183152ae		Using all the strength I can muster, I manage to wrestle my arm away - but the force of my pushing ends up sending her off the bed.	game/scripts/parsed_08 scene8.rpy	30
scene8_7a7d9be0		WHUMP!	game/scripts/parsed_08 scene8.rpy	35
scene8_f24a4f63		I’m too busy catching my breath to even ask if she’s alright, but it doesn’t take long before she manages to sit up.	game/scripts/parsed_08 scene8.rpy	37
scene8_63563ed4	bp	Mm… Morning already…?	game/scripts/parsed_08 scene8.rpy	42
scene8_e154ea58		As lethargic in the morning as she is any other time of day… If I had actually sold my soul for this, I’d be demanding it back right about now.	game/scripts/parsed_08 scene8.rpy	45
scene8_56f668a1		She eventually looks at me and gives me a lazy - if earnest - smile.	game/scripts/parsed_08 scene8.rpy	46
scene8_57afcde6	bp	Mornin’. Did you sleep well last night?	game/scripts/parsed_08 scene8.rpy	52
scene8_5260c29f	pro	Wh-Wha--?	game/scripts/parsed_08 scene8.rpy	55
scene8_c74c9f4d		I stared at Beepy in bewilderment. Why was she being so nice all of a sudden?	game/scripts/parsed_08 scene8.rpy	57
scene8_10c26f09		...And more importantly, how come she was still referring to me by a name that’s dead to time?	game/scripts/parsed_08 scene8.rpy	58
scene8_dc940c99	pro	I-I told you not to call me Makoto! You are to address me as--	game/scripts/parsed_08 scene8.rpy	61
scene8_34912053	bp	Yeah, yeah, Savvy Woof, I heard you the first time…	game/scripts/parsed_08 scene8.rpy	67
scene8_8179576e		She dares treat my title as some kind of joke! Such insolence will have to be dealt with in due time.	game/scripts/parsed_08 scene8.rpy	70
scene8_d6520ca4		Not in the mood to deal with her, I give my alarm clock a cursory glance to read the time…	game/scripts/parsed_08 scene8.rpy	71
scene8_154dbd91		W-Wait, 7:15!?	game/scripts/parsed_08 scene8.rpy	72
scene8_6beaa084	pro	Oh crap! I overslept!	game/scripts/parsed_08 scene8.rpy	75
scene8_d687f350		I immediately try to jolt out of bed and over to my closet, when another overwhelming force keeps me glued to my bed.	game/scripts/parsed_08 scene8.rpy	79
scene8_518a1563		I turn back around to see…	game/scripts/parsed_08 scene8.rpy	80
scene8_29346bef	bp	Hey… don’t go.	game/scripts/parsed_08 scene8.rpy	86
scene8_aab82aaa	bp	Stay here… The bed feels so nice.	game/scripts/parsed_08 scene8.rpy	90
scene8_50efa622	bp	You don’t have anything important to do anyways, right…?	game/scripts/parsed_08 scene8.rpy	94
scene8_1af2ca6a	pro	H-Huh…?	game/scripts/parsed_08 scene8.rpy	97
scene8_1d01a496		I can feel my cheeks flushing. She’s awfully insistent about me staying in bed with her.	game/scripts/parsed_08 scene8.rpy	99
scene8_0a96d722		I thought she was just a lazy freeloader, but who knew she was also a temptress?	game/scripts/parsed_08 scene8.rpy	100
scene8_a6f9ad8c		My thoughts come to a halt, leaving me unsure of what to do…	game/scripts/parsed_08 scene8.rpy	101
scene8_ba7f723e		...Then I glance at my alarm clock. It’s 7:16 now.	game/scripts/parsed_08 scene8.rpy	102
scene8_bf9f7183	pro	I-I {i}do{/i} have important matters to take care of! I have no time to entertain you!	game/scripts/parsed_08 scene8.rpy	105
scene8_242a8b3c		I yank myself away from Beepy and race over to the closet, pulling together my school uniform as fast as I can.	game/scripts/parsed_08 scene8.rpy	110
scene8_6493da60	bp	Oh well… It was worth a shot, I suppose.	game/scripts/parsed_08 scene8.rpy	115
scene8_a01befc4		Her half-hearted comment is lost on me as I continue to scramble into some decent clothes.	game/scripts/parsed_08 scene8.rpy	118
scene8_0ac6f83b	pro	God, I thought I set my alarm for 7:00 last night! Why didn’t it go off!?	game/scripts/parsed_08 scene8.rpy	121
scene8_0a5931f1	bp	...Oh, that?	game/scripts/parsed_08 scene8.rpy	125
scene8_06bc6032	bp	I turned it off.	game/scripts/parsed_08 scene8.rpy	131
scene8_68a70963	pro	Y-You {b}What!?{/b}	game/scripts/parsed_08 scene8.rpy	134
scene8_e6490c2e	bp	I don’t like to be woken up by loud noises… I don’t even like the {i}thought{/i} of being woken up by one, honestly.	game/scripts/parsed_08 scene8.rpy	140
scene8_f6473434	bp	It keeps you from enjoying a good night’s sleep, you know?	game/scripts/parsed_08 scene8.rpy	144
scene8_34d9d2d0		Is sleeping the only thing she’s good for!? She’s more useless than I thought!	game/scripts/parsed_08 scene8.rpy	146
scene8_2a9514cb	bp	But what’s so important out there, anyways? You could just stay here and forget about all that.	game/scripts/parsed_08 scene8.rpy	152
scene8_0cd52b78	pro	Th-That’s none of your concern, just…	game/scripts/parsed_08 scene8.rpy	156
scene8_c2ebd966		Your charms won’t work on me this time, o’ master of sloth! I finish straightening out my uniform and point a finger at Beepy.	game/scripts/parsed_08 scene8.rpy	158
scene8_93ab685c	pro	A demonic servant should not worry themselves over their master’s whereabouts! You shall stay here while I depart to take care of my dark dealings!	game/scripts/parsed_08 scene8.rpy	161
scene8_e1016ffc	bp	Are you doing that dumb demon lord thing aga--	game/scripts/parsed_08 scene8.rpy	167
scene8_f5a680ae	pro	{b}Silence!{/b}	game/scripts/parsed_08 scene8.rpy	171
scene8_05c26496	pro	I shall take my leave of you. Do not sully the estate while I am away!	game/scripts/parsed_08 scene8.rpy	174
scene8_288f9943		In a haste, I hurry out of my room and head towards the living room.	game/scripts/parsed_08 scene8.rpy	179
scene8_edf3cd2e		I still can’t believe I’ve been saddled with such a useless layabout… What was Satan even thinking!?	game/scripts/parsed_08 scene8.rpy	184
scene8_8a9cb492		She was probably too busy thinking of a good way to infuriate me to give decent help.	game/scripts/parsed_08 scene8.rpy	185
scene8_0f017673		Well, that’s just fine! A being such as I - who has seen the beginning and end of all things - hardly needs help anyways.	game/scripts/parsed_08 scene8.rpy	186
scene8_741a0932		I already know how today is going to go; now all I have to do is see it through.	game/scripts/parsed_08 scene8.rpy	187
scene8_7b064889		I prepare a dastardly breakfast of cereal and toast, then make my way to the table only to find…	game/scripts/parsed_08 scene8.rpy	188
scene8_91c541b1		...Her. {i}Again.{/i}	game/scripts/parsed_08 scene8.rpy	192
scene8_ab753406		I suppose if I remember everything from last night, then she must remember it too.	game/scripts/parsed_08 scene8.rpy	193
scene8_48640db6	sis	You’re late.	game/scripts/parsed_08 scene8.rpy	197
scene8_2907b4bf	pro	Oh, um… a-a dark presence caused me to sleep in a little, that’s all!	game/scripts/parsed_08 scene8.rpy	201
scene8_c9830d81	sis	Mhm. Sure.	game/scripts/parsed_08 scene8.rpy	205
scene8_f82baf06		I sit down and silently begin to eat, with a little more speed than usual.	game/scripts/parsed_08 scene8.rpy	208
scene8_8329a76d		Yumi hasn’t stopped staring at me this whole time… The tension is more hazardous than Ragnarok itself.	game/scripts/parsed_08 scene8.rpy	209
scene8_07d9d408	sis	So, what’s your plan now?	game/scripts/parsed_08 scene8.rpy	213
scene8_cb275668	pro	Huh?	game/scripts/parsed_08 scene8.rpy	217
scene8_04d29ec7	pro	W-Well, that’s obvious! I’ll take my leave to my earthly prison as per usual, and study the mortals in earnest so that I--	game/scripts/parsed_08 scene8.rpy	220
scene8_9036a80f	sis	I mean about that weird demon girl you summoned last night.	game/scripts/parsed_08 scene8.rpy	224
scene8_6d2cf20d		So she remembers after all… And she’s still exhibiting fear over a slug-like being to boot.	game/scripts/parsed_08 scene8.rpy	227
scene8_a6533adf	pro	Aha! Well…	game/scripts/parsed_08 scene8.rpy	230
scene8_6b10dc0a	pro	You needn’t concern yourself with her! She is far more negligent than I had pegged her for!	game/scripts/parsed_08 scene8.rpy	234
scene8_f916fb96	pro	I doubt she has the power to destroy everything around her even if she wanted to!	game/scripts/parsed_08 scene8.rpy	238
